Round,Winning Number,Winning Color,Red Bet Win,Black Bet Win,Even Bet Win,Odd Bet Win,Zero Bet Win
2310,4,Black,0,1,1,0,0
2311,5,Red,1,0,0,1,0
2312,35,Black,0,1,0,1,0
2313,20,Black,0,1,1,0,0
2314,6,Black,0,1,1,0,0
2315,26,Black,0,1,1,0,0
2316,31,Black,0,1,0,1,0
2317,14,Red,1,0,1,0,0
2318,3,Red,1,0,0,1,0
2319,33,Black,0,1,0,1,0
2320,6,Black,0,1,1,0,0
2321,20,Black,0,1,1,0,0
2322,1,Red,1,0,0,1,0
2323,22,Black,0,1,1,0,0
2324,23,Red,1,0,0,1,0
2325,7,Red,1,0,0,1,0
2326,10,Black,0,1,1,0,0
2327,7,Red,1,0,0,1,0
2328,17,Black,0,1,0,1,0
2329,12,Red,1,0,1,0,0
2330,20,Black,0,1,1,0,0
2331,13,Black,0,1,0,1,0
2332,16,Red,1,0,1,0,0
2333,12,Red,1,0,1,0,0
2334,33,Black,0,1,0,1,0
2335,11,Black,0,1,0,1,0
2336,23,Red,1,0,0,1,0
2337,10,Black,0,1,1,0,0
2338,3,Red,1,0,0,1,0
2339,15,Black,0,1,0,1,0
2340,29,Black,0,1,0,1,0
2341,33,Black,0,1,0,1,0
2342,33,Black,0,1,0,1,0
2343,27,Red,1,0,0,1,0
2344,12,Red,1,0,1,0,0
2345,8,Black,0,1,1,0,0
2346,28,Black,0,1,1,0,0
2347,3,Red,1,0,0,1,0
2348,26,Black,0,1,1,0,0
2349,12,Red,1,0,1,0,0
2350,2,Black,0,1,1,0,0
2351,23,Red,1,0,0,1,0
2352,32,Red,1,0,1,0,0
2353,13,Black,0,1,0,1,0
2354,9,Red,1,0,0,1,0
2355,24,Black,0,1,1,0,0
2356,28,Black,0,1,1,0,0
2357,12,Red,1,0,1,0,0
2358,2,Black,0,1,1,0,0
2359,34,Red,1,0,1,0,0
2360,35,Black,0,1,0,1,0
2361,10,Black,0,1,1,0,0
2362,23,Red,1,0,0,1,0
2363,26,Black,0,1,1,0,0
2364,34,Red,1,0,1,0,0
2365,6,Black,0,1,1,0,0
2366,10,Black,0,1,1,0,0
2367,7,Red,1,0,0,1,0
2368,36,Red,1,0,1,0,0
2369,7,Red,1,0,0,1,0
2370,16,Red,1,0,1,0,0
2371,29,Black,0,1,0,1,0
2372,6,Black,0,1,1,0,0
2373,31,Black,0,1,0,1,0
2374,13,Black,0,1,0,1,0
2375,9,Red,1,0,0,1,0
2376,24,Black,0,1,1,0,0
2377,30,Red,1,0,1,0,0
2378,6,Black,0,1,1,0,0
2379,28,Black,0,1,1,0,0
2380,26,Black,0,1,1,0,0
2381,22,Black,0,1,1,0,0
2382,3,Red,1,0,0,1,0
2383,1,Red,1,0,0,1,0
2384,30,Red,1,0,1,0,0
2385,26,Black,0,1,1,0,0
2386,24,Black,0,1,1,0,0
2387,29,Black,0,1,0,1,0
2388,30,Red,1,0,1,0,0
2389,6,Black,0,1,1,0,0
2390,25,Red,1,0,0,1,0
2391,32,Red,1,0,1,0,0
2392,16,Red,1,0,1,0,0
2393,11,Black,0,1,0,1,0
2394,19,Red,1,0,0,1,0
2395,1,Red,1,0,0,1,0
2396,27,Red,1,0,0,1,0
2397,26,Black,0,1,1,0,0
2398,26,Black,0,1,1,0,0
2399,30,Red,1,0,1,0,0
2400,28,Black,0,1,1,0,0
2401,33,Black,0,1,0,1,0
2402,31,Black,0,1,0,1,0
2403,3,Red,1,0,0,1,0
2404,33,Black,0,1,0,1,0
2405,27,Red,1,0,0,1,0
2406,30,Red,1,0,1,0,0
2407,3,Red,1,0,0,1,0
2408,6,Black,0,1,1,0,0
2409,1,Red,1,0,0,1,0
2410,7,Red,1,0,0,1,0
2411,30,Red,1,0,1,0,0
2412,3,Red,1,0,0,1,0
2413,18,Red,1,0,1,0,0
2414,26,Black,0,1,1,0,0
2415,16,Red,1,0,1,0,0
2416,23,Red,1,0,0,1,0
2417,19,Red,1,0,0,1,0
2418,26,Black,0,1,1,0,0
2419,33,Black,0,1,0,1,0
2420,2,Black,0,1,1,0,0
2421,10,Black,0,1,1,0,0
2422,23,Red,1,0,0,1,0
2423,36,Red,1,0,1,0,0
2424,36,Red,1,0,1,0,0
2425,26,Black,0,1,1,0,0
2426,5,Red,1,0,0,1,0
2427,19,Red,1,0,0,1,0
2428,4,Black,0,1,1,0,0
2429,4,Black,0,1,1,0,0
2430,12,Red,1,0,1,0,0
2431,9,Red,1,0,0,1,0
2432,15,Black,0,1,0,1,0
2433,36,Red,1,0,1,0,0
2434,34,Red,1,0,1,0,0
2435,3,Red,1,0,0,1,0
2436,24,Black,0,1,1,0,0
2437,14,Red,1,0,1,0,0
2438,23,Red,1,0,0,1,0
2439,0,Green,0,0,0,0,1
2440,20,Black,0,1,1,0,0
2441,24,Black,0,1,1,0,0
2442,3,Red,1,0,0,1,0
2443,21,Red,1,0,0,1,0
2444,27,Red,1,0,0,1,0
2445,1,Red,1,0,0,1,0
2446,28,Black,0,1,1,0,0
2447,32,Red,1,0,1,0,0
2448,7,Red,1,0,0,1,0
2449,9,Red,1,0,0,1,0
2450,18,Red,1,0,1,0,0
2451,33,Black,0,1,0,1,0
2452,30,Red,1,0,1,0,0
2453,22,Black,0,1,1,0,0
2454,34,Red,1,0,1,0,0
2455,26,Black,0,1,1,0,0
2456,17,Black,0,1,0,1,0
2457,32,Red,1,0,1,0,0
2458,28,Black,0,1,1,0,0
2459,33,Black,0,1,0,1,0
2460,24,Black,0,1,1,0,0
2461,9,Red,1,0,0,1,0
2462,26,Black,0,1,1,0,0
2463,21,Red,1,0,0,1,0
2464,25,Red,1,0,0,1,0
2465,4,Black,0,1,1,0,0
2466,20,Black,0,1,1,0,0
2467,32,Red,1,0,1,0,0
2468,36,Red,1,0,1,0,0
2469,24,Black,0,1,1,0,0
2470,3,Red,1,0,0,1,0
2471,19,Red,1,0,0,1,0
2472,16,Red,1,0,1,0,0
2473,7,Red,1,0,0,1,0
2474,0,Green,0,0,0,0,1
2475,7,Red,1,0,0,1,0
2476,28,Black,0,1,1,0,0
2477,16,Red,1,0,1,0,0
2478,10,Black,0,1,1,0,0
2479,3,Red,1,0,0,1,0
2480,23,Red,1,0,0,1,0
2481,23,Red,1,0,0,1,0
2482,11,Black,0,1,0,1,0
2483,29,Black,0,1,0,1,0
2484,8,Black,0,1,1,0,0
2485,32,Red,1,0,1,0,0
2486,13,Black,0,1,0,1,0
2487,28,Black,0,1,1,0,0
2488,31,Black,0,1,0,1,0
2489,31,Black,0,1,0,1,0
2490,22,Black,0,1,1,0,0
2491,18,Red,1,0,1,0,0
2492,31,Black,0,1,0,1,0
2493,34,Red,1,0,1,0,0
2494,16,Red,1,0,1,0,0
2495,18,Red,1,0,1,0,0
2496,21,Red,1,0,0,1,0
2497,11,Black,0,1,0,1,0
2498,24,Black,0,1,1,0,0
2499,17,Black,0,1,0,1,0
2500,18,Red,1,0,1,0,0
2501,13,Black,0,1,0,1,0
2502,25,Red,1,0,0,1,0
2503,23,Red,1,0,0,1,0
2504,19,Red,1,0,0,1,0
2505,14,Red,1,0,1,0,0
2506,3,Red,1,0,0,1,0
2507,33,Black,0,1,0,1,0
2508,24,Black,0,1,1,0,0
2509,25,Red,1,0,0,1,0
2510,2,Black,0,1,1,0,0
2511,29,Black,0,1,0,1,0
2512,15,Black,0,1,0,1,0
2513,23,Red,1,0,0,1,0
2514,29,Black,0,1,0,1,0
2515,16,Red,1,0,1,0,0
2516,28,Black,0,1,1,0,0
2517,31,Black,0,1,0,1,0
2518,13,Black,0,1,0,1,0
2519,32,Red,1,0,1,0,0
2520,16,Red,1,0,1,0,0
2521,13,Black,0,1,0,1,0
2522,14,Red,1,0,1,0,0
2523,33,Black,0,1,0,1,0
2524,28,Black,0,1,1,0,0
2525,22,Black,0,1,1,0,0
2526,22,Black,0,1,1,0,0
2527,4,Black,0,1,1,0,0
2528,35,Black,0,1,0,1,0
2529,6,Black,0,1,1,0,0
2530,22,Black,0,1,1,0,0
2531,16,Red,1,0,1,0,0
2532,31,Black,0,1,0,1,0
2533,18,Red,1,0,1,0,0
2534,33,Black,0,1,0,1,0
2535,32,Red,1,0,1,0,0
2536,7,Red,1,0,0,1,0
2537,2,Black,0,1,1,0,0
2538,24,Black,0,1,1,0,0
2539,5,Red,1,0,0,1,0
2540,20,Black,0,1,1,0,0
2541,16,Red,1,0,1,0,0
2542,27,Red,1,0,0,1,0
2543,11,Black,0,1,0,1,0
2544,32,Red,1,0,1,0,0
2545,20,Black,0,1,1,0,0
2546,29,Black,0,1,0,1,0
2547,30,Red,1,0,1,0,0
2548,26,Black,0,1,1,0,0
2549,0,Green,0,0,0,0,1
2550,21,Red,1,0,0,1,0
2551,25,Red,1,0,0,1,0
2552,29,Black,0,1,0,1,0
2553,12,Red,1,0,1,0,0
2554,4,Black,0,1,1,0,0
2555,8,Black,0,1,1,0,0
2556,27,Red,1,0,0,1,0
2557,17,Black,0,1,0,1,0
2558,5,Red,1,0,0,1,0
2559,29,Black,0,1,0,1,0
2560,2,Black,0,1,1,0,0
2561,17,Black,0,1,0,1,0
2562,12,Red,1,0,1,0,0
2563,22,Black,0,1,1,0,0
2564,29,Black,0,1,0,1,0
2565,15,Black,0,1,0,1,0
2566,2,Black,0,1,1,0,0
2567,7,Red,1,0,0,1,0
2568,34,Red,1,0,1,0,0
2569,29,Black,0,1,0,1,0
2570,29,Black,0,1,0,1,0
2571,2,Black,0,1,1,0,0
2572,2,Black,0,1,1,0,0
2573,7,Red,1,0,0,1,0
2574,16,Red,1,0,1,0,0
2575,27,Red,1,0,0,1,0
2576,18,Red,1,0,1,0,0
2577,5,Red,1,0,0,1,0
2578,10,Black,0,1,1,0,0
2579,25,Red,1,0,0,1,0
2580,32,Red,1,0,1,0,0
2581,35,Black,0,1,0,1,0
2582,9,Red,1,0,0,1,0
2583,22,Black,0,1,1,0,0
2584,8,Black,0,1,1,0,0
2585,22,Black,0,1,1,0,0
2586,7,Red,1,0,0,1,0
2587,21,Red,1,0,0,1,0
2588,7,Red,1,0,0,1,0
2589,24,Black,0,1,1,0,0
2590,31,Black,0,1,0,1,0
2591,6,Black,0,1,1,0,0
2592,31,Black,0,1,0,1,0
2593,6,Black,0,1,1,0,0
2594,21,Red,1,0,0,1,0
2595,14,Red,1,0,1,0,0
2596,33,Black,0,1,0,1,0
2597,16,Red,1,0,1,0,0
2598,3,Red,1,0,0,1,0
2599,8,Black,0,1,1,0,0
2600,20,Black,0,1,1,0,0
2601,29,Black,0,1,0,1,0
2602,5,Red,1,0,0,1,0
2603,7,Red,1,0,0,1,0
2604,6,Black,0,1,1,0,0
2605,28,Black,0,1,1,0,0
2606,5,Red,1,0,0,1,0
2607,0,Green,0,0,0,0,1
2608,22,Black,0,1,1,0,0
2609,26,Black,0,1,1,0,0
2610,31,Black,0,1,0,1,0
2611,24,Black,0,1,1,0,0
2612,9,Red,1,0,0,1,0
2613,8,Black,0,1,1,0,0
2614,21,Red,1,0,0,1,0
2615,29,Black,0,1,0,1,0
2616,32,Red,1,0,1,0,0
2617,15,Black,0,1,0,1,0
2618,28,Black,0,1,1,0,0
2619,31,Black,0,1,0,1,0
2620,15,Black,0,1,0,1,0
2621,26,Black,0,1,1,0,0
2622,3,Red,1,0,0,1,0
2623,11,Black,0,1,0,1,0
2624,28,Black,0,1,1,0,0
2625,30,Red,1,0,1,0,0
2626,17,Black,0,1,0,1,0
2627,36,Red,1,0,1,0,0
2628,23,Red,1,0,0,1,0
2629,24,Black,0,1,1,0,0
2630,14,Red,1,0,1,0,0
2631,12,Red,1,0,1,0,0
2632,3,Red,1,0,0,1,0
2633,20,Black,0,1,1,0,0
2634,6,Black,0,1,1,0,0
2635,15,Black,0,1,0,1,0
2636,29,Black,0,1,0,1,0
2637,22,Black,0,1,1,0,0
2638,31,Black,0,1,0,1,0
2639,22,Black,0,1,1,0,0
2640,1,Red,1,0,0,1,0
2641,32,Red,1,0,1,0,0
2642,28,Black,0,1,1,0,0
2643,26,Black,0,1,1,0,0
2644,21,Red,1,0,0,1,0
2645,1,Red,1,0,0,1,0
2646,11,Black,0,1,0,1,0
2647,34,Red,1,0,1,0,0
2648,1,Red,1,0,0,1,0
2649,11,Black,0,1,0,1,0
2650,1,Red,1,0,0,1,0
2651,19,Red,1,0,0,1,0
2652,34,Red,1,0,1,0,0
2653,9,Red,1,0,0,1,0
2654,13,Black,0,1,0,1,0
2655,35,Black,0,1,0,1,0
2656,26,Black,0,1,1,0,0
2657,9,Red,1,0,0,1,0
2658,24,Black,0,1,1,0,0
2659,22,Black,0,1,1,0,0
2660,27,Red,1,0,0,1,0
2661,26,Black,0,1,1,0,0
2662,34,Red,1,0,1,0,0
2663,3,Red,1,0,0,1,0
2664,34,Red,1,0,1,0,0
2665,32,Red,1,0,1,0,0
2666,30,Red,1,0,1,0,0
2667,27,Red,1,0,0,1,0
2668,33,Black,0,1,0,1,0
2669,5,Red,1,0,0,1,0
2670,3,Red,1,0,0,1,0
2671,33,Black,0,1,0,1,0
2672,36,Red,1,0,1,0,0
2673,13,Black,0,1,0,1,0
2674,32,Red,1,0,1,0,0
2675,7,Red,1,0,0,1,0
2676,20,Black,0,1,1,0,0
2677,3,Red,1,0,0,1,0
2678,3,Red,1,0,0,1,0
2679,11,Black,0,1,0,1,0
2680,15,Black,0,1,0,1,0
2681,33,Black,0,1,0,1,0
2682,21,Red,1,0,0,1,0
2683,1,Red,1,0,0,1,0
2684,21,Red,1,0,0,1,0
2685,0,Green,0,0,0,0,1
2686,36,Red,1,0,1,0,0
2687,16,Red,1,0,1,0,0
2688,5,Red,1,0,0,1,0
2689,6,Black,0,1,1,0,0
2690,19,Red,1,0,0,1,0
2691,16,Red,1,0,1,0,0
2692,17,Black,0,1,0,1,0
2693,26,Black,0,1,1,0,0
2694,15,Black,0,1,0,1,0
2695,19,Red,1,0,0,1,0
2696,24,Black,0,1,1,0,0
2697,14,Red,1,0,1,0,0
2698,32,Red,1,0,1,0,0
2699,27,Red,1,0,0,1,0
2700,14,Red,1,0,1,0,0
2701,26,Black,0,1,1,0,0
2702,0,Green,0,0,0,0,1
2703,19,Red,1,0,0,1,0
2704,18,Red,1,0,1,0,0
2705,26,Black,0,1,1,0,0
2706,13,Black,0,1,0,1,0
2707,13,Black,0,1,0,1,0
2708,4,Black,0,1,1,0,0
2709,34,Red,1,0,1,0,0
2710,35,Black,0,1,0,1,0
2711,36,Red,1,0,1,0,0
2712,26,Black,0,1,1,0,0
2713,27,Red,1,0,0,1,0
2714,14,Red,1,0,1,0,0
2715,18,Red,1,0,1,0,0
2716,2,Black,0,1,1,0,0
2717,29,Black,0,1,0,1,0
2718,28,Black,0,1,1,0,0
2719,0,Green,0,0,0,0,1
2720,24,Black,0,1,1,0,0
2721,5,Red,1,0,0,1,0
2722,9,Red,1,0,0,1,0
2723,23,Red,1,0,0,1,0
2724,16,Red,1,0,1,0,0
2725,5,Red,1,0,0,1,0
2726,25,Red,1,0,0,1,0
2727,14,Red,1,0,1,0,0
2728,28,Black,0,1,1,0,0
2729,34,Red,1,0,1,0,0
2730,9,Red,1,0,0,1,0
2731,32,Red,1,0,1,0,0
2732,33,Black,0,1,0,1,0
2733,7,Red,1,0,0,1,0
2734,9,Red,1,0,0,1,0
2735,36,Red,1,0,1,0,0
2736,17,Black,0,1,0,1,0
2737,19,Red,1,0,0,1,0
2738,18,Red,1,0,1,0,0
2739,5,Red,1,0,0,1,0
2740,11,Black,0,1,0,1,0
2741,19,Red,1,0,0,1,0
2742,23,Red,1,0,0,1,0
2743,9,Red,1,0,0,1,0
2744,19,Red,1,0,0,1,0
2745,3,Red,1,0,0,1,0
2746,1,Red,1,0,0,1,0
2747,36,Red,1,0,1,0,0
2748,5,Red,1,0,0,1,0
2749,31,Black,0,1,0,1,0
2750,33,Black,0,1,0,1,0
2751,33,Black,0,1,0,1,0
2752,13,Black,0,1,0,1,0
2753,33,Black,0,1,0,1,0
2754,32,Red,1,0,1,0,0
2755,19,Red,1,0,0,1,0
2756,12,Red,1,0,1,0,0
2757,7,Red,1,0,0,1,0
2758,1,Red,1,0,0,1,0
2759,28,Black,0,1,1,0,0
2760,18,Red,1,0,1,0,0
2761,25,Red,1,0,0,1,0
2762,20,Black,0,1,1,0,0
2763,31,Black,0,1,0,1,0
2764,1,Red,1,0,0,1,0
2765,6,Black,0,1,1,0,0
2766,27,Red,1,0,0,1,0
2767,33,Black,0,1,0,1,0
2768,8,Black,0,1,1,0,0
2769,4,Black,0,1,1,0,0
2770,23,Red,1,0,0,1,0
2771,15,Black,0,1,0,1,0
2772,19,Red,1,0,0,1,0
2773,19,Red,1,0,0,1,0
2774,11,Black,0,1,0,1,0
2775,3,Red,1,0,0,1,0
2776,24,Black,0,1,1,0,0
2777,25,Red,1,0,0,1,0
2778,20,Black,0,1,1,0,0
2779,22,Black,0,1,1,0,0
2780,0,Green,0,0,0,0,1
2781,10,Black,0,1,1,0,0
2782,18,Red,1,0,1,0,0
2783,9,Red,1,0,0,1,0
2784,9,Red,1,0,0,1,0
2785,27,Red,1,0,0,1,0
2786,24,Black,0,1,1,0,0
2787,22,Black,0,1,1,0,0
2788,0,Green,0,0,0,0,1
2789,30,Red,1,0,1,0,0
2790,26,Black,0,1,1,0,0
2791,25,Red,1,0,0,1,0
2792,14,Red,1,0,1,0,0
2793,17,Black,0,1,0,1,0
2794,26,Black,0,1,1,0,0
2795,10,Black,0,1,1,0,0
2796,33,Black,0,1,0,1,0
2797,10,Black,0,1,1,0,0
2798,16,Red,1,0,1,0,0
2799,3,Red,1,0,0,1,0
2800,8,Black,0,1,1,0,0
2801,24,Black,0,1,1,0,0
2802,21,Red,1,0,0,1,0
2803,0,Green,0,0,0,0,1
2804,18,Red,1,0,1,0,0
2805,28,Black,0,1,1,0,0
2806,14,Red,1,0,1,0,0
2807,36,Red,1,0,1,0,0
2808,25,Red,1,0,0,1,0
2809,2,Black,0,1,1,0,0
2810,24,Black,0,1,1,0,0
2811,18,Red,1,0,1,0,0
2812,4,Black,0,1,1,0,0
2813,34,Red,1,0,1,0,0
2814,4,Black,0,1,1,0,0
2815,32,Red,1,0,1,0,0
2816,19,Red,1,0,0,1,0
2817,6,Black,0,1,1,0,0
2818,5,Red,1,0,0,1,0
2819,16,Red,1,0,1,0,0
2820,21,Red,1,0,0,1,0
2821,26,Black,0,1,1,0,0
2822,32,Red,1,0,1,0,0
2823,9,Red,1,0,0,1,0
2824,5,Red,1,0,0,1,0
2825,16,Red,1,0,1,0,0
2826,14,Red,1,0,1,0,0
2827,28,Black,0,1,1,0,0
2828,7,Red,1,0,0,1,0
2829,8,Black,0,1,1,0,0
2830,1,Red,1,0,0,1,0
2831,3,Red,1,0,0,1,0
2832,0,Green,0,0,0,0,1
2833,28,Black,0,1,1,0,0
2834,6,Black,0,1,1,0,0
2835,11,Black,0,1,0,1,0
2836,14,Red,1,0,1,0,0
2837,2,Black,0,1,1,0,0
2838,15,Black,0,1,0,1,0
2839,1,Red,1,0,0,1,0
2840,24,Black,0,1,1,0,0
2841,29,Black,0,1,0,1,0
2842,22,Black,0,1,1,0,0
2843,6,Black,0,1,1,0,0
2844,1,Red,1,0,0,1,0
2845,0,Green,0,0,0,0,1
2846,19,Red,1,0,0,1,0
2847,1,Red,1,0,0,1,0
2848,7,Red,1,0,0,1,0
2849,2,Black,0,1,1,0,0
2850,18,Red,1,0,1,0,0
2851,29,Black,0,1,0,1,0
2852,9,Red,1,0,0,1,0
2853,23,Red,1,0,0,1,0
2854,29,Black,0,1,0,1,0
2855,7,Red,1,0,0,1,0
2856,28,Black,0,1,1,0,0
2857,25,Red,1,0,0,1,0
2858,22,Black,0,1,1,0,0
2859,17,Black,0,1,0,1,0
2860,28,Black,0,1,1,0,0
2861,10,Black,0,1,1,0,0
2862,0,Green,0,0,0,0,1
2863,15,Black,0,1,0,1,0
2864,28,Black,0,1,1,0,0
2865,1,Red,1,0,0,1,0
2866,22,Black,0,1,1,0,0
2867,22,Black,0,1,1,0,0
2868,28,Black,0,1,1,0,0
2869,26,Black,0,1,1,0,0
2870,22,Black,0,1,1,0,0
2871,24,Black,0,1,1,0,0
2872,22,Black,0,1,1,0,0
2873,9,Red,1,0,0,1,0
2874,0,Green,0,0,0,0,1
2875,22,Black,0,1,1,0,0
2876,22,Black,0,1,1,0,0
2877,21,Red,1,0,0,1,0
2878,4,Black,0,1,1,0,0
2879,14,Red,1,0,1,0,0
2880,11,Black,0,1,0,1,0
2881,2,Black,0,1,1,0,0
2882,7,Red,1,0,0,1,0
2883,0,Green,0,0,0,0,1
2884,35,Black,0,1,0,1,0
2885,13,Black,0,1,0,1,0
2886,15,Black,0,1,0,1,0
2887,1,Red,1,0,0,1,0
2888,12,Red,1,0,1,0,0
2889,5,Red,1,0,0,1,0
2890,16,Red,1,0,1,0,0
2891,12,Red,1,0,1,0,0
2892,20,Black,0,1,1,0,0
2893,2,Black,0,1,1,0,0
2894,12,Red,1,0,1,0,0
2895,19,Red,1,0,0,1,0
2896,36,Red,1,0,1,0,0
2897,19,Red,1,0,0,1,0
2898,7,Red,1,0,0,1,0
2899,31,Black,0,1,0,1,0
2900,10,Black,0,1,1,0,0
2901,34,Red,1,0,1,0,0
2902,14,Red,1,0,1,0,0
2903,4,Black,0,1,1,0,0
2904,1,Red,1,0,0,1,0
2905,3,Red,1,0,0,1,0
2906,13,Black,0,1,0,1,0
2907,6,Black,0,1,1,0,0
2908,3,Red,1,0,0,1,0
2909,32,Red,1,0,1,0,0
2910,7,Red,1,0,0,1,0
2911,3,Red,1,0,0,1,0
2912,26,Black,0,1,1,0,0
2913,0,Green,0,0,0,0,1
2914,29,Black,0,1,0,1,0
2915,33,Black,0,1,0,1,0
2916,33,Black,0,1,0,1,0
2917,9,Red,1,0,0,1,0
2918,0,Green,0,0,0,0,1
2919,30,Red,1,0,1,0,0
2920,30,Red,1,0,1,0,0
2921,15,Black,0,1,0,1,0
2922,7,Red,1,0,0,1,0
2923,34,Red,1,0,1,0,0
2924,14,Red,1,0,1,0,0
2925,34,Red,1,0,1,0,0
2926,7,Red,1,0,0,1,0
2927,18,Red,1,0,1,0,0
2928,18,Red,1,0,1,0,0
2929,2,Black,0,1,1,0,0
2930,8,Black,0,1,1,0,0
2931,23,Red,1,0,0,1,0
2932,26,Black,0,1,1,0,0
2933,33,Black,0,1,0,1,0
2934,5,Red,1,0,0,1,0
2935,10,Black,0,1,1,0,0
2936,8,Black,0,1,1,0,0
2937,18,Red,1,0,1,0,0
2938,1,Red,1,0,0,1,0
2939,11,Black,0,1,0,1,0
2940,27,Red,1,0,0,1,0
2941,11,Black,0,1,0,1,0
2942,21,Red,1,0,0,1,0
2943,12,Red,1,0,1,0,0
2944,32,Red,1,0,1,0,0
2945,29,Black,0,1,0,1,0
2946,21,Red,1,0,0,1,0
2947,18,Red,1,0,1,0,0
2948,25,Red,1,0,0,1,0
2949,12,Red,1,0,1,0,0
2950,23,Red,1,0,0,1,0
2951,1,Red,1,0,0,1,0
2952,6,Black,0,1,1,0,0
2953,10,Black,0,1,1,0,0
2954,23,Red,1,0,0,1,0
2955,16,Red,1,0,1,0,0
2956,15,Black,0,1,0,1,0
2957,25,Red,1,0,0,1,0
2958,28,Black,0,1,1,0,0
2959,11,Black,0,1,0,1,0
2960,16,Red,1,0,1,0,0
2961,24,Black,0,1,1,0,0
2962,3,Red,1,0,0,1,0
2963,21,Red,1,0,0,1,0
2964,32,Red,1,0,1,0,0
2965,22,Black,0,1,1,0,0
2966,34,Red,1,0,1,0,0
2967,21,Red,1,0,0,1,0
2968,27,Red,1,0,0,1,0
2969,16,Red,1,0,1,0,0
2970,31,Black,0,1,0,1,0
2971,30,Red,1,0,1,0,0
2972,24,Black,0,1,1,0,0
2973,15,Black,0,1,0,1,0
2974,15,Black,0,1,0,1,0
2975,14,Red,1,0,1,0,0
2976,16,Red,1,0,1,0,0
2977,19,Red,1,0,0,1,0
2978,28,Black,0,1,1,0,0
2979,7,Red,1,0,0,1,0
2980,20,Black,0,1,1,0,0
2981,27,Red,1,0,0,1,0
2982,36,Red,1,0,1,0,0
2983,16,Red,1,0,1,0,0
2984,2,Black,0,1,1,0,0
2985,26,Black,0,1,1,0,0
2986,30,Red,1,0,1,0,0
2987,20,Black,0,1,1,0,0
2988,11,Black,0,1,0,1,0
2989,0,Green,0,0,0,0,1
2990,7,Red,1,0,0,1,0
2991,25,Red,1,0,0,1,0
2992,8,Black,0,1,1,0,0
2993,9,Red,1,0,0,1,0
2994,14,Red,1,0,1,0,0
2995,22,Black,0,1,1,0,0
2996,16,Red,1,0,1,0,0
2997,29,Black,0,1,0,1,0
2998,19,Red,1,0,0,1,0
2999,14,Red,1,0,1,0,0
3000,23,Red,1,0,0,1,0
3001,25,Red,1,0,0,1,0
3002,27,Red,1,0,0,1,0
3003,27,Red,1,0,0,1,0
3004,32,Red,1,0,1,0,0
3005,30,Red,1,0,1,0,0
3006,31,Black,0,1,0,1,0
3007,16,Red,1,0,1,0,0
3008,4,Black,0,1,1,0,0
3009,5,Red,1,0,0,1,0
3010,16,Red,1,0,1,0,0
3011,17,Black,0,1,0,1,0
3012,29,Black,0,1,0,1,0
3013,12,Red,1,0,1,0,0
3014,32,Red,1,0,1,0,0
3015,30,Red,1,0,1,0,0
3016,18,Red,1,0,1,0,0
3017,35,Black,0,1,0,1,0
3018,9,Red,1,0,0,1,0
3019,3,Red,1,0,0,1,0
3020,26,Black,0,1,1,0,0
3021,22,Black,0,1,1,0,0
3022,0,Green,0,0,0,0,1
3023,21,Red,1,0,0,1,0
3024,26,Black,0,1,1,0,0
3025,28,Black,0,1,1,0,0
3026,6,Black,0,1,1,0,0
3027,12,Red,1,0,1,0,0
3028,13,Black,0,1,0,1,0
3029,31,Black,0,1,0,1,0
3030,23,Red,1,0,0,1,0
3031,36,Red,1,0,1,0,0
3032,4,Black,0,1,1,0,0
3033,33,Black,0,1,0,1,0
3034,36,Red,1,0,1,0,0
3035,28,Black,0,1,1,0,0
3036,7,Red,1,0,0,1,0
3037,22,Black,0,1,1,0,0
3038,26,Black,0,1,1,0,0
3039,2,Black,0,1,1,0,0
3040,30,Red,1,0,1,0,0
3041,7,Red,1,0,0,1,0
3042,15,Black,0,1,0,1,0
3043,32,Red,1,0,1,0,0
3044,28,Black,0,1,1,0,0
3045,23,Red,1,0,0,1,0
3046,27,Red,1,0,0,1,0
3047,18,Red,1,0,1,0,0
3048,6,Black,0,1,1,0,0
3049,21,Red,1,0,0,1,0
3050,13,Black,0,1,0,1,0
3051,8,Black,0,1,1,0,0
3052,14,Red,1,0,1,0,0
3053,16,Red,1,0,1,0,0
3054,3,Red,1,0,0,1,0
3055,24,Black,0,1,1,0,0
3056,28,Black,0,1,1,0,0
3057,32,Red,1,0,1,0,0
3058,31,Black,0,1,0,1,0
3059,36,Red,1,0,1,0,0
3060,7,Red,1,0,0,1,0
3061,14,Red,1,0,1,0,0
3062,20,Black,0,1,1,0,0
3063,32,Red,1,0,1,0,0
3064,13,Black,0,1,0,1,0
3065,18,Red,1,0,1,0,0
3066,1,Red,1,0,0,1,0
3067,33,Black,0,1,0,1,0
3068,14,Red,1,0,1,0,0
3069,26,Black,0,1,1,0,0
3070,33,Black,0,1,0,1,0
3071,22,Black,0,1,1,0,0
3072,15,Black,0,1,0,1,0
3073,32,Red,1,0,1,0,0
3074,32,Red,1,0,1,0,0
3075,26,Black,0,1,1,0,0
3076,18,Red,1,0,1,0,0
3077,20,Black,0,1,1,0,0
3078,13,Black,0,1,0,1,0
3079,22,Black,0,1,1,0,0
3080,24,Black,0,1,1,0,0
3081,14,Red,1,0,1,0,0
3082,5,Red,1,0,0,1,0
3083,18,Red,1,0,1,0,0
