Round,Winning Number,Winning Color,Red Bet Win,Black Bet Win,Even Bet Win,Odd Bet Win,Zero Bet Win
817,36,Red,1,0,1,0,0
818,5,Red,1,0,0,1,0
819,7,Red,1,0,0,1,0
820,31,Black,0,1,0,1,0
821,3,Red,1,0,0,1,0
822,11,Black,0,1,0,1,0
823,14,Red,1,0,1,0,0
824,22,Black,0,1,1,0,0
825,9,Red,1,0,0,1,0
826,1,Red,1,0,0,1,0
827,18,Red,1,0,1,0,0
828,9,Red,1,0,0,1,0
829,3,Red,1,0,0,1,0
830,7,Red,1,0,0,1,0
831,10,Black,0,1,1,0,0
832,17,Black,0,1,0,1,0
833,2,Black,0,1,1,0,0
834,22,Black,0,1,1,0,0
835,7,Red,1,0,0,1,0
836,11,Black,0,1,0,1,0
837,12,Red,1,0,1,0,0
838,33,Black,0,1,0,1,0
839,10,Black,0,1,1,0,0
840,20,Black,0,1,1,0,0
841,13,Black,0,1,0,1,0
842,25,Red,1,0,0,1,0
843,17,Black,0,1,0,1,0
844,12,Red,1,0,1,0,0
845,4,Black,0,1,1,0,0
846,27,Red,1,0,0,1,0
847,20,Black,0,1,1,0,0
848,32,Red,1,0,1,0,0
849,19,Red,1,0,0,1,0
850,8,Black,0,1,1,0,0
851,31,Black,0,1,0,1,0
852,31,Black,0,1,0,1,0
853,31,Black,0,1,0,1,0
854,31,Black,0,1,0,1,0
855,26,Black,0,1,1,0,0
856,36,Red,1,0,1,0,0
857,29,Black,0,1,0,1,0
858,23,Red,1,0,0,1,0
859,27,Red,1,0,0,1,0
860,22,Black,0,1,1,0,0
861,32,Red,1,0,1,0,0
862,36,Red,1,0,1,0,0
863,0,Green,0,0,0,0,1
864,24,Black,0,1,1,0,0
865,6,Black,0,1,1,0,0
866,29,Black,0,1,0,1,0
867,35,Black,0,1,0,1,0
868,33,Black,0,1,0,1,0
869,12,Red,1,0,1,0,0
870,25,Red,1,0,0,1,0
871,16,Red,1,0,1,0,0
872,27,Red,1,0,0,1,0
873,20,Black,0,1,1,0,0
874,8,Black,0,1,1,0,0
875,13,Black,0,1,0,1,0
876,22,Black,0,1,1,0,0
877,15,Black,0,1,0,1,0
878,8,Black,0,1,1,0,0
879,16,Red,1,0,1,0,0
880,9,Red,1,0,0,1,0
881,2,Black,0,1,1,0,0
882,6,Black,0,1,1,0,0
883,7,Red,1,0,0,1,0
884,6,Black,0,1,1,0,0
885,8,Black,0,1,1,0,0
886,12,Red,1,0,1,0,0
887,35,Black,0,1,0,1,0
888,16,Red,1,0,1,0,0
889,28,Black,0,1,1,0,0
890,20,Black,0,1,1,0,0
891,19,Red,1,0,0,1,0
892,18,Red,1,0,1,0,0
893,0,Green,0,0,0,0,1
894,13,Black,0,1,0,1,0
895,21,Red,1,0,0,1,0
896,25,Red,1,0,0,1,0
897,34,Red,1,0,1,0,0
898,0,Green,0,0,0,0,1
899,27,Red,1,0,0,1,0
900,34,Red,1,0,1,0,0
901,1,Red,1,0,0,1,0
902,24,Black,0,1,1,0,0
903,6,Black,0,1,1,0,0
904,4,Black,0,1,1,0,0
905,18,Red,1,0,1,0,0
906,12,Red,1,0,1,0,0
907,26,Black,0,1,1,0,0
908,12,Red,1,0,1,0,0
909,8,Black,0,1,1,0,0
910,7,Red,1,0,0,1,0
911,8,Black,0,1,1,0,0
912,25,Red,1,0,0,1,0
913,12,Red,1,0,1,0,0
914,20,Black,0,1,1,0,0
915,8,Black,0,1,1,0,0
916,5,Red,1,0,0,1,0
917,1,Red,1,0,0,1,0
918,3,Red,1,0,0,1,0
919,25,Red,1,0,0,1,0
920,10,Black,0,1,1,0,0
921,29,Black,0,1,0,1,0
922,19,Red,1,0,0,1,0
923,34,Red,1,0,1,0,0
924,7,Red,1,0,0,1,0
925,27,Red,1,0,0,1,0
926,33,Black,0,1,0,1,0
927,1,Red,1,0,0,1,0
928,20,Black,0,1,1,0,0
929,1,Red,1,0,0,1,0
930,14,Red,1,0,1,0,0
931,9,Red,1,0,0,1,0
932,5,Red,1,0,0,1,0
933,7,Red,1,0,0,1,0
934,26,Black,0,1,1,0,0
935,7,Red,1,0,0,1,0
936,7,Red,1,0,0,1,0
937,15,Black,0,1,0,1,0
938,11,Black,0,1,0,1,0
939,22,Black,0,1,1,0,0
940,0,Green,0,0,0,0,1
941,31,Black,0,1,0,1,0
942,17,Black,0,1,0,1,0
943,1,Red,1,0,0,1,0
944,34,Red,1,0,1,0,0
945,0,Green,0,0,0,0,1
946,9,Red,1,0,0,1,0
947,12,Red,1,0,1,0,0
948,5,Red,1,0,0,1,0
949,0,Green,0,0,0,0,1
950,4,Black,0,1,1,0,0
951,23,Red,1,0,0,1,0
952,14,Red,1,0,1,0,0
953,36,Red,1,0,1,0,0
954,5,Red,1,0,0,1,0
955,22,Black,0,1,1,0,0
956,1,Red,1,0,0,1,0
957,29,Black,0,1,0,1,0
958,22,Black,0,1,1,0,0
959,23,Red,1,0,0,1,0
960,35,Black,0,1,0,1,0
961,0,Green,0,0,0,0,1
962,22,Black,0,1,1,0,0
963,3,Red,1,0,0,1,0
964,9,Red,1,0,0,1,0
965,17,Black,0,1,0,1,0
966,35,Black,0,1,0,1,0
967,6,Black,0,1,1,0,0
968,31,Black,0,1,0,1,0
969,16,Red,1,0,1,0,0
970,36,Red,1,0,1,0,0
971,25,Red,1,0,0,1,0
972,24,Black,0,1,1,0,0
973,4,Black,0,1,1,0,0
974,31,Black,0,1,0,1,0
975,5,Red,1,0,0,1,0
976,18,Red,1,0,1,0,0
977,36,Red,1,0,1,0,0
978,4,Black,0,1,1,0,0
979,18,Red,1,0,1,0,0
980,5,Red,1,0,0,1,0
981,28,Black,0,1,1,0,0
982,13,Black,0,1,0,1,0
983,12,Red,1,0,1,0,0
984,25,Red,1,0,0,1,0
985,25,Red,1,0,0,1,0
986,1,Red,1,0,0,1,0
987,0,Green,0,0,0,0,1
988,4,Black,0,1,1,0,0
989,11,Black,0,1,0,1,0
990,31,Black,0,1,0,1,0
991,17,Black,0,1,0,1,0
992,27,Red,1,0,0,1,0
993,1,Red,1,0,0,1,0
994,7,Red,1,0,0,1,0
995,28,Black,0,1,1,0,0
996,13,Black,0,1,0,1,0
997,12,Red,1,0,1,0,0
998,8,Black,0,1,1,0,0
999,35,Black,0,1,0,1,0
1000,8,Black,0,1,1,0,0
